Year,Semester,Branch,Subject_Code,Subject_Name,Subject_Code_Name,Unit,Keywords
3,5,CSE,TCS-549,Data Science: Visualization with Tableau Specialization,TCS-549 - Data Science: Visualization with Tableau Specialization,Unit 4,Designing for social data analysis | Challenge of information visualization evaluation | Visualization software | applications and programs | Charting and statistical analysis tools | programming environments | tools for mapping | construction process | Approaching the finishing line | Postlaunch evaluation | Developing the capabilities
3,5,CSE,TCS-549,Data Science: Visualization with Tableau Specialization,TCS-549 - Data Science: Visualization with Tableau Specialization,Unit 5,Data Visualization through Tableau: Tableau basics | connecting tableau to various datasets | creating bar charts | area charts | maps | scatterplots | pie charts | tree maps | Create Interactive Dashboards | storylines | Joins | Data Blending
3,5,CSE,TCS-582,Introduction to AI & ML,TCS-582 - Introduction to AI & ML,Unit 1,AI: Definitions | Foundations AI | History of AI | Intelligent Agents | Structure of Intelligent Agents | Environments | Problem solving Agents | Problem Formulation | Search Strategies | Constraint Satisfaction Search | Informed search Methods
3,5,CSE,TCS-582,Introduction to AI & ML,TCS-582 - Introduction to AI & ML,Unit 2,Knowledge representation and reasoning: Agents that Reason Logically | Propositional Logic and Inference | First-Order Logic | Inference in First-Order Logic Planning and Learning: Introduction to Planning | Types | Learning from observations | Forms of Learning | Inductive Learning | Learning decision trees | Reinforcement Learning
3,5,CSE,TCS-582,Introduction to AI & ML,TCS-582 - Introduction to AI & ML,Unit 3,Data Preprocessing | Machine Learning process | Feature scaling | Simple Linear Regression | Multiple Linear Regression | Polynomial Contact Hours Regression | Support Vector Regression | Decision Tree Regression | Evaluating the Regression Models Performance
3,5,CSE,TCS-582,Introduction to AI & ML,TCS-582 - Introduction to AI & ML,Unit 4,Logistic Regression | K-Nearest Neighbors | Support Vector Machine | Decision Tree Classification | Random Forest Classification
3,5,CSE,TCS-582,Introduction to AI & ML,TCS-582 - Introduction to AI & ML,Unit 5,K-Means clustering | Hierarchical Clustering | Apriori | Eclat | Artificial Neural Networks | Activation Function | Gradient Descent | Stochastic Gradient Descent | Backpropagation | Convolutional Neural Networks Total
3,5,CSE,TCS 543,Knowledge Representation and Reasoning,TCS 543 - ,Unit 1,Knowledge Representation and Reasoning
3,5,CSE,TCS 556,IoT Systems and its Application,TCS 556 - IoT Systems and its Application,Unit 1,of IoT Overview of IoT | Motivations | Applications of IoT | Internet of Things IoT Architecture | IoT Frameworks | Vulnerabilities of IoT | Security requirements | Threat analysis | IoT security tomography and layered attacker model | Security model for IoT.
3,5,CSE,TCS 556,IoT Systems and its Application,TCS 556 - IoT Systems and its Application,Unit 2,Security and blockchain Threats and threat models | data confidentiality | data integrity | authentication and access control | non-repudiation and availability | blockchain | what is block | data structure of the blockchain | structure of a block | block header | block identifiers: block header hash | genesis block
3,5,CSE,TCS 556,IoT Systems and its Application,TCS 556 - IoT Systems and its Application,Unit 3,Cryptography in blockchain Concept of divisibility | prime numbers | importance of prime numbers in cryptography | euclid theorem for GCD | extended euclidean algorithm | modular arithmetic | random number generators | deterministic and nondeterministic random number generators | bit shifts | euler's totient theorem | chinese remainder theorem | Diffie Hellman key exchange protocol
3,5,CSE,TCS 556,IoT Systems and its Application,TCS 556 - IoT Systems and its Application,Unit 4,Blockchain technology Use of ECDSA in blockchain implementation | use of merkle root in payment verification | use of hash functions to chain blocks | use of digital signatures to sign transactions | differences between ethereum and bitcoin | block format | mining algorithm | Proof of Work (PoW) | Proof of Stake (PoS) | Delegated Proof of Stake (DPoS) | Proof of Burn (PoB) | Byzantine Fault Tolerance (BFT)
3,5,CSE,TCS 556,IoT Systems and its Application,TCS 556 - IoT Systems and its Application,Unit 5,Challenges | issues of blockchain enabled IoT security | blockchain in banking | use of blockchain in e-commerce | marketing | logistic operations | blockchain in IoT ecosystem | blockchain in IoT-based smart healthcare applications | use of blockchain in IoT-enabled smart farming | blockchain in transportation system and future research aspects. Total
3,6,CSE,TCS 601,Compiler Design,TCS 601 - Compiler Design,Unit 1,Introduction | Lexical analysis: Compilers | Analysis of Source Program | Phases of a Compiler | Cousins of the Compiler | grouping of phases | Compiler- Construction toolsz Lexical analysis: The Role of Lexical Analyzer | Input Buffering | Specifications of Tokens | Recognition of Tokens.
3,6,CSE,TCS 601,Compiler Design,TCS 601 - Compiler Design,Unit 2,Syntax Analysis  1: The Role of the Parser | Context-free Grammars | Writing a Grammar | Top-down Parsing | Bottom-up Parsing. Operator-Precedence Parsing | LR Parsers | Using ambiguous grammars | Parser Generators
3,6,CSE,TCS 601,Compiler Design,TCS 601 - Compiler Design,Unit 3,Syntax-Directed Translation: Syntax-Directed definitions | Constructions of Syntax Trees | Bottom-up evaluation of S-attributed definitions | L-attributed definitions | Top-down translation. Run-Time Environments Source Language Issues | Storage Organization | Storage-allocation strategies | Storageallocation in C | Parameter passing
3,6,CSE,TCS 601,Compiler Design,TCS 601 - Compiler Design,Unit 4,Intermediate Code Generation: Intermediate Languages | Declarations | Assignment statements | Boolean Expressions | Case statements | Back patching | Procedure calls. Code Generation: Issues in the design of Code Generator | Target Machine | Run-time Storage Management | blocks and Flow graphs | Next-use information | Simple Code Generator
3,6,CSE,TCS 601,Compiler Design,TCS 601 - Compiler Design,Unit 5,Code Optimization | Compiler Development: Code Optimization: Introduction | principal sources of optimization | Peephole optimization | Optimization of basic blocks | Loops in flow graphs. Compiler Development: Planning a compiler | Approaches to compiler development | compiler development environment | Testing and maintenance. Total
3,6,CSE,TCS 611,Basics of Programming,TCS 611 - Basics of Programming,Unit 1,Introduction:What is Software Engineering and its history | Software Crisis | Evolution of a Programming System Product | Characteristics of Software | Brooks No Silver Bullet | Software Myths Software Development Life Cycles: Software Development Process | Codeand-Fix model | Waterfall model | Evolutionary Model | Incremental Implementation | Prototyping | Spiral Model
3,6,CSE,TCS 611,Basics of Programming,TCS 611 - Basics of Programming,Unit 2,Requirements: Importance of Requirement Analysis | User Needs | Software Features and Software Requirements | Classes of User Requirements: Enduring and Volatile | Sub phases of Requirement Analysis | Functional and Nonfunctional requirements | Barriers to Eliciting User Requirements | software requirements document and SRS standards | Requirements Engineering | Decision Table | Decision Tree | Structured Analysis: DFD
3,6,CSE,TCS 611,Basics of Programming,TCS 611 - Basics of Programming,Unit 3,Software Design: Goals of Good Software Design | Design Strategies and Methodologies | Data Oriented Software Design | Structured Design: Structure Contact Hours Chart | Coupling | Cohesion | Modular Structure | Packaging | Object Oriented Design | Top-Down and Bottom-Up Approach | Function Point (FP) Based Measures | Coding Guidelines
3,6,CSE,TCS 611,Basics of Programming,TCS 611 - Basics of Programming,Unit 4,Testing: Testing Objectives | Unit Testing | Integration Testing | Acceptance Testing | Regression Testing | Testing for Functionality and Testing for Performance | Top-Down and Bottom-Up Testing Strategies: Test Drivers and Test Stubs | Structural Testing (White Box Testing) | Functional Testing (Black Box Testing) | Test Data Suit Preparation | Walk Through | Code Inspection
3,6,CSE,TCS 611,Basics of Programming,TCS 611 - Basics of Programming,Unit 5,Need for Maintenance | Categories Maintenance:Preventive | Corrective and Perfective Maintenance | Cost of Maintenance | Software Re-Engineering | Reverse Engineering. Software Configuration Management Activities | Change Control Process | Software Version Control | Overview of CASE Tools. Estimation of Various Parameters such as Cost | Efforts | Schedule/Duration | Constructive Cost Models (COCOMO)
3,6,CSE,TCS-604,Computer Networks I,TCS-604 - Computer Networks I,Unit 1,Introduction: Computer Networks and the Internet | Overall view: As components and as services | What is a protocol | what is a network protocol | Access Networks and Physical Media | Circuit and Packet Switching | Internet Backbone | Delays: Processing | Queuing | Transmission and Propagation delays | Layered Architecture: Protocol Layering | OSI Reference Model and the TCP/IP protocol stack
3,6,CSE,TCS-604,Computer Networks I,TCS-604 - Computer Networks I,Unit 2,Application Layer: Principles and Architectures of Network Applications | Client and Server processes | idea of socket | http message format | cookies | proxy server | conditional GET | File Transfer Protocol | Email: smtp | mail message formats | mail access protocols: pop3 | imap
3,6,CSE,TCS-604,Computer Networks I,TCS-604 - Computer Networks I,Unit 3,Transport Layer: Introduction and Services | Transport layer in internet | Difference between Connection Oriented and Connectionless services | UDP: Segment structure | checksum in UDP | stop-and-wait | Go Back N | Selective Repeat | TCP: Connection Establishment | TCP header | Sequence and Contact Hours acknowledgement numbers | Round Trip Time
3,6,CSE,TCS-604,Computer Networks I,TCS-604 - Computer Networks I,Unit 4,Network Layer: Introduction | Packet Forwarding and Routing | Difference between Virtual Circuits and Datagram networks | internals of a router: Input ports | output ports | switching architecture The Internet Protocol(IP) | Datagram format | IP fragmentation | IPv4 | addressing | subnets | CIDR
3,6,CSE,TCS-604,Computer Networks I,TCS-604 - Computer Networks I,Unit 5,Link Layer and Local Area Networks: Introduction to Link Layer and its services | Checksum | Multiple Access protocols: Channel Partitioning | Random Access (Slotted Aloha | Aloha | CSMA) | Taking Turns | Link Layer Addressing: MAC addresses | Ethernet | CSMA/CD | Ethernet Technologies | Link Layer Switches
3,6,CSE,TCS693,Full stack web development,TCS693 - Full stack web development,Unit 1,HTML Basics of HTML | formatting and fonts | commenting code | color | hyperlink | lists | tables | images | forms | XHTML | Meta tags | Character entities
3,6,CSE,TCS693,Full stack web development,TCS693 - Full stack web development,Unit 2,JavaScript: Client-side scripting with JavaScript | variables | functions | conditions | loops and repetition | Pop up boxes. Advance JavaScript: JavaScript and objects | JavaScript own objects | DOM and web browser environments | Manipulation using DOM | forms and validations | JSON.
3,6,CSE,TCS693,Full stack web development,TCS693 - Full stack web development,Unit 3,XML: Introduction to XML | uses of XML | simple XML | XML key components | DTD and Schemas. Ajax : Introduction to Ajax | XMLHttpRequest Methods and Properties | JavaScript code for Ajax | Implementing Ajax techniques with a server scripting language | Handling the Response | Ajax with JSon JQuery: jQuery Introduction | Install and Use jQuery Library | jQuery Syntax
3,6,CSE,TCS693,Full stack web development,TCS693 - Full stack web development,Unit 4,PHP XAMPP Server Configuration | and basic syntax of PHP | decision and looping with examples | PHP and HTML | Arrays | Functions | Browser control and detection | string | Form processing | Files. Advance Features: Cookies and Sessions | commands with PHP examples | Connection to server
3,6,CSE,TCS693,Full stack web development,TCS693 - Full stack web development,Unit 5,MERN Web Application Deployment | Content Management System (CMS). MERN Stack: MongoDB: Overview | Environment | Data Modelling | Database Operations. Express: Installing ExpressJS | Routing React: React Intro | React Lifecycle | Building Forms using React | states and components. Node: Install node | simple server | HTML and JSON Response. Total
3,6,CSE,TCS 691,Image Processing and Computer Vision,TCS 691 - Image Processing and Computer Vision,Unit 1,IMAGE PROCESSINGAND COMPUTER VISION: Pixels | Intensity | Coordinate Conventions | Sampling and Quantization | Histogram Analysis | Videos | Image Processing Pipeline | Image Processing and Computer Vision Research Areas: Low-level | Image / Video handling | Flow Control | Vectorization. INTRODUCTION TO PYTHON:Basic Opeartions | Lists
3,6,CSE,TCS 691,Image Processing and Computer Vision,TCS 691 - Image Processing and Computer Vision,Unit 2,IMAGE PROCESSING / LOW-LEVEL VISION: Image Enhancement in Spatial Domain | Image Enhancement in Frequency Domain | Edge Detection | Image Restoration | Color Image Processing | Wavelet Transform | Image Compression | Morphological Image Processing | Stereo Vision | Motion Analysis | Local and Image Features | Visual Saliency
3,6,CSE,TCS 691,Image Processing and Computer Vision,TCS 691 - Image Processing and Computer Vision,Unit 3,MID-LEVEL VISION: Hough Transform | Otsu Thresholding | k-means | GraphCut | GrabCut | Normalized Cut | Watersheds | Skeleton Extraction | Object Proposals | Cosegmentation | Background Subtraction in Videos | Motion History Image
3,6,CSE,TCS 691,Image Processing and Computer Vision,TCS 691 - Image Processing and Computer Vision,Unit 4,HIGH-LEVEL VISION: Image Classification | Object Localization | Object Recognition | Object Detection | AlexNet | GoogleNet | DenseNet | FCN for Semantic Segmentation | YOLO | Image Captioning | generative adversarial networks
3,6,CSE,TCS 691,Image Processing and Computer Vision,TCS 691 - Image Processing and Computer Vision,Unit 5,Medical Diagnosis | Facial recognition system | Automatic activity recognition system | Fire detection System | traffic sign detection and recognition Total
3,6,CSE,TCS 671,Big Data Storage and Processing,TCS 671 - Big Data Storage and Processing,Unit 1,Big Data Overview: Understanding Big Data | Capturing Big Data | Benefitting from big data | management of big data | Big Data Architecture and Characteristics | Organizing big data | Technological Challenges from big data.
3,6,CSE,TCS 671,Big Data Storage and Processing,TCS 671 - Big Data Storage and Processing,Unit 2,Hadoop Distributed File System (HDFS) | HDFS design | HDFS concepts: Data node | name node | Command line interface | File system | Data flow | limitations
3,6,CSE,TCS 671,Big Data Storage and Processing,TCS 671 - Big Data Storage and Processing,Unit 3,Hadoop I/O: Data integrity | compression | serialization | File based data structures | Concept of Map Reduce | features | types | formats | Working of Map Reduce: Shuffle and sort | Task execution | Job tracker | task tracker
3,6,CSE,TCS 671,Big Data Storage and Processing,TCS 671 - Big Data Storage and Processing,Unit 4,Setting up a Hadoop cluster: Basic system requirements | installation and cluster formation | Modes of installation: the standalone | pseudodistributed | distributed | purpose of different modes of installations and applications
3,6,CSE,TCS 671,Big Data Storage and Processing,TCS 671 - Big Data Storage and Processing,Unit 5,Hadoop Eco System and YARN: Hadoop ecosystem components | schedulers | fair and capacity | Hadoop 2.0 Features NoSQL Databases:- RDBMS Vs. NoSQL | Types of No SQL Databases | Architecture of NoSQL Databases | CAP Theorem
3,6,CSE,TCS 641,Virtual Reality,TCS 641 - Virtual Reality,Unit 1,Introduction: Goals | VR definitions | Birds-eye view (general | hardware | software | sensation and perception) | Applications of VR | Technical framework | Mixed and Augmented Reality Geometry of Virtual Worlds: Geometric modeling | Transforming models | Matrix algebra | 2D and 3D rotations
3,6,CSE,TCS 641,Virtual Reality,TCS 641 - Virtual Reality,Unit 2,Light and Optics: Interpretations of light | Refraction | Simple lenses | Diopters | Imaging properties of lenses | Lens aberrations | Photoreceptors | Sufficient resolution for VR | Light Intensity | Eye movements for VR | Neuroscience of vision
3,6,CSE,TCS 641,Virtual Reality,TCS 641 - Virtual Reality,Unit 3,Visual Perception and Tracking Systems: Depth perception | Motion Perception | Frame rates and displays | Orientation Tracking | Tilt drift correction | Yaw drift correction | Tracking with a camera | Perspective n-point problem | Filtering | Lighthouse approach
3,6,CSE,TCS 641,Virtual Reality,TCS 641 - Virtual Reality,Unit 4,Visual Rendering: Shading models | rasterization | Pixel shading | VR specific problems | Distortion shading | Post-rendering image wrap
3,6,CSE,TCS 641,Virtual Reality,TCS 641 - Virtual Reality,Unit 5,Audio: Physics and physiology | Auditory perception | Auditory Localization | Rendering | Spatialization and display | Combining other senses | Spatial Sound Interfaces: Locomotion | Manipulation | System Control | Social Interaction | VR Engines and Other Aspects of VR | Evaluation of VR systems Total
3,6,CSE,TCS 662,Machine Learning,TCS 662 - Machine Learning,Unit 1,Machine learning foundation Review of logic and knowledge system - language | axiom | hypothesis | theorem | logic & types | what is ML | Inductive bias in ML | AI pyramid | Pattern classification pipeline | Linear algebra in ML | Probabilistic logic and statistical inference (Random expt./ variable | WLLN
3,6,CSE,TCS 662,Machine Learning,TCS 662 - Machine Learning,Unit 2,Unsupervised Learning Clustering | Clustering methods  Partition vs. Hierarchical | k-Means and k-Medoids | Hierarchical: Agglomerative & Divisive | Error Analysis in Clustering | Ensemble - clustering | Case study: Clustering in Health care | Causal cluster | Graph cluster
3,6,CSE,TCS 662,Machine Learning,TCS 662 - Machine Learning,Unit 3,Supervised Learning Main objectives and types of Supervised methods (Parametric | Semi parametric | Non-parametric) | Linear Regression and Weiner filter | Grammar based/ Inductive learning - Decision Trees  CART | ID-3 | Pruning metrics for tree | D-tree examples | Linear SVM (basics and V-C bound) | k-NN rule and examples | Learning as Factorization | Ensemble learning: Bagging
3,6,CSE,TCS 662,Machine Learning,TCS 662 - Machine Learning,Unit 4,Critic | Environment) | Optimal policy & Q  values | Bellman equation | Case Contact Hours studies on R Learning Active learning | Deep Reinforcement | Transfer learning with examples | Federated Machine Learning with examples.
3,6,CSE,TCS 662,Machine Learning,TCS 662 - Machine Learning,Unit 5,Special topics in Machine Learning Sentiment Mining: NLP pipeline process | Data Analytics  Big data and Hadoop model | Business Analytics  Competitive Machine Learning | ANN building blocks (problem solving) | Deep learning | Feed forward | Backpropagation | C-NN | Recurrent-NN. Total
3,6,CSE,TCS-682,Advanced Machine Learning,TCS-682 - Advanced Machine Learning,Unit 1,Probability Theory | supervised learning | curse of dimensionality | Decision Theory | Information Theory | Mini-Max Theory | Bayesian Vs non-Bayesian approaches | Classification | Regression | Desnsity estimation | Bias-variance | Lasso
3,6,CSE,TCS-682,Advanced Machine Learning,TCS-682 - Advanced Machine Learning,Unit 2,Parametric versus non-Parametric methods | Generalized Linear Models | Model selection | Hidden Markov Models | Linear smoothers | Density estimation: cross-validation | Histogram | Kernel density estimation | Bootstrap and sub-sampling | Non-parametric Bayes
3,6,CSE,TCS-682,Advanced Machine Learning,TCS-682 - Advanced Machine Learning,Unit 3,Kernel Methods and Machines: Dual representations | Kernel construction | Selecting the width of the kernel | Kernel density estimation and classification | Radial basis functions and kernel | Gaussian processes | Maximum margin classifiers | Relevance vector machines
3,6,CSE,TCS-682,Advanced Machine Learning,TCS-682 - Advanced Machine Learning,Unit 4,Graphical and Mixture Models: Bayesian networks: Generative models | Linear-Gaussian models | Conditional independence: Dseparation | Markov random fields: Factorization properties | Relation to directed graphs | Inference in graphical models: Inference on a chain | Trees | Factor graphs | Sumproduct & max-sum properties | Loopy belief propagation | K-means clustering | Mixtures of Gaussians
3,6,CSE,TCS-682,Advanced Machine Learning,TCS-682 - Advanced Machine Learning,Unit 5,Other Learning Methods: Unsupervised learning | Semi-supervised learning | Reinforcement learning | Ensemble learning | Online learning | Active learning Total
4,7,CSE,TCS-703,Computer Networks II,TCS-703 - Computer Networks II,Unit 1,Routing Algorithms: Introduction | global vs decentralized routing | Link State(LS) Routing Algorithm | Distance Vector (DV) Routing Algorithm | Hierarchical Routing | Routing in the Internet: RIP | OSPF | Broadcast and Multicast Routing
4,7,CSE,TCS-703,Computer Networks II,TCS-703 - Computer Networks II,Unit 2,Link Layer and Local Area Networks: Introduction to Link Layer and its services | Checksum | Multiple Access protocols: Channel Partitioning | Random Access (Slotted Aloha | Aloha | CSMA) | Taking Turns | Link Layer Addressing: MAC addresses | Ethernet | CSMA/CD | Ethernet Technologies | Link Layer Switches
4,7,CSE,TCS-703,Computer Networks II,TCS-703 - Computer Networks II,Unit 3,Multimedia Networking: Introduction | Streaming Stored Audio and Video | Real Time Streaming Protocol (RTSP) | Making the Best of the Best Effort Services | Protocols for Real Time Interactive Applications: RTP | RTCP | H.323 | Providing multiple classes of service.
4,7,CSE,TCS-703,Computer Networks II,TCS-703 - Computer Networks II,Unit 4,Network Management: What it is | Infrastructure of Network Management | Internet standard Management Framework | SNMP
4,7,CSE,TCS-703,Computer Networks II,TCS-703 - Computer Networks II,Unit 5,Network Programming: Sockets-Address structures | TCP sockets | creating sockets | bind | listen | accept | fork and exec function | close function | TCP client server: Echo server | normal startup | terminate and signal handling | server process termination
4,7,CSE,TCS-704,Advanced Computer Architecture,TCS-704 - Advanced Computer Architecture,Unit 1,Basics of Computing: Computer Architecture and Technology Trends | Moore's Law and its Applications | Classification of parallel computers | Performance based Computing | Myopic View of Computer Architecture | Trends in Technology | Energy | Power and Cost | Dependability | Processor Speed | Cost | Power Consumption
4,7,CSE,TCS-704,Advanced Computer Architecture,TCS-704 - Advanced Computer Architecture,Unit 2,Memory Hierarchy Design: Basics of Memory Hierarchy | Coherence and locality properties | Cache memory organizations | Advanced Optimization of Cache Performance | Memory Technology and Optimization | Cache Coherence and Synchronization Mechanism | Virtual Memory | Virtual Machines
4,7,CSE,TCS-704,Advanced Computer Architecture,TCS-704 - Advanced Computer Architecture,Unit 3,Pipeline: Linear pipeline processor | nonlinear pipeline processor | Instruction pipeline Design | Dynamic instruction scheduling | Branch Handling techniques | branch prediction | Arithmetic Pipeline Design Data | resource Dependences | Performance Issues in Pipeline: Pipeline Hazards | Data Hazards Branch hazards and Resource Hazards
4,7,CSE,TCS-704,Advanced Computer Architecture,TCS-704 - Advanced Computer Architecture,Unit 4,Instruction Level Parallelism: Concepts and Challenges | Compiler techniques for exploiting ILP | Reducing the branch penalty with advanced branch predictions | overcoming data hazards with dynamic scheduling | exploiting ILP using multiple issues state scheduling
4,7,CSE,TCS-704,Advanced Computer Architecture,TCS-704 - Advanced Computer Architecture,Unit 5,distributed shared-memory architecture | SIMD Architecture | Fine Grained and Coarse-Grained Associative and Neural Architecture | Data Parallel Pipelined and Systolic Architectures | Vector Architectures Total
4,7,CSE,TCS 750,Virtualization and Cloud Computing,TCS 750 - Virtualization and Cloud Computing,Unit 1,automation | orchestration | load balancing | Identify the need of automation | orchestration and load balancing of cloud resources | work with cloud storage systems | develop applications in several programming paradigms.
4,7,CSE,TCS 750,Virtualization and Cloud Computing,TCS 750 - Virtualization and Cloud Computing,Unit 2,Contact Hours Cloud orchestration tools: AWS CloudFormation | IBM Cloud Orchestrator | RedHat Ansible | Microsoft Azure Automation | Terraform | Kubernetes | Cloudify | Morpheus. DC/OS container orchestration | Mesos Containers | Docker Containers. Cloud infrastructure automation tools: Chef Automate | Google Cloud Deployment Manager | Puppet Enterprise
4,7,CSE,TCS 750,Virtualization and Cloud Computing,TCS 750 - Virtualization and Cloud Computing,Unit 3,Cloud management techniques such as Cloud instances at scale | Cloud software deployment considerations such as scaling strategies | load balancing | fault tolerance | Ingram Micro Cloud Orchestrator | Microsoft Azure Automation | IT Automation with AWS Lambda | AWS Systems Manager Automation | Microsoft Cycle Computing | Morpheus | OpenStack Heat orchestration engine | Saltstack
4,7,CSE,TCS 750,Virtualization and Cloud Computing,TCS 750 - Virtualization and Cloud Computing,Unit 4,Heat orchestration service | Heat orchestration Template (HoT) | Architecture | Main execution flow | Scheduling and fault tolerance concepts in the MapReduce programming model | Cloud programming models (MapReduce | Storm | Spark | GraphLab | Spark Streaming and Samza) | OpenStack Heat Orchestration Service.
4,7,CSE,TCS 750,Virtualization and Cloud Computing,TCS 750 - Virtualization and Cloud Computing,Unit 5,RESTful API | Benefits of RESTful APIs | RESTful API client request | RESTful API authentication methods
4,7,CSE,TCS 731,Computer Forensics,TCS 731 - Computer Forensics,Unit 1,Cyber Crimes | Laws and Cyber Forensics: Introduction to IT laws & Cyber Crimes | Investigation Tools | eDiscovery | Digital Evidence Collection | Evidence Preservation | E-Mail Investigation | E-Mail Tracking | IP Tracking | E-Mail Recovery | Encryption and Decryption methods | Search and Seizure of Computers
4,7,CSE,TCS 731,Computer Forensics,TCS 731 - Computer Forensics,Unit 2,Digital Forensics Fundamentals: Introduction to Incident response | digital forensics stepwise procedure | Computer/network/Internet forensic and antiforensics | Unix/Linux incident response | Unix/Linux forensics investigation steps and technologies | Memory forensics | Windows incident response tools | Formatted Partition Recovery | Data Recovery Tools | Data Recovery Procedures and Ethics | Preserve and safely handle original media | Document a Chain of Custody
4,7,CSE,TCS 731,Computer Forensics,TCS 731 - Computer Forensics,Unit 3,Software Security: Memory Layout | Buffer Overflow | Code Injection | Other Memory Exploits | Format String Vulnerabilities | Defenses against low-level exploits: Memory Safety | Type Safety | Avoiding Exploitation | Return Oriented Programming | Control Flow Integrity | Secure Coding | Web Security: Basics
4,7,CSE,TCS 731,Computer Forensics,TCS 731 - Computer Forensics,Unit 4,Hardware Security: Digital System Specification | Watermarking | Good Watermarks | Fingerprinting | Hardware metering | Physical Attacks and Countermeasures | Modular Exponentiation (ME) Basics | ME in Cryptography | ME Implementation and Vulnerability | Montgomery Reduction
4,7,CSE,TCS 731,Computer Forensics,TCS 731 - Computer Forensics,Unit 5,Analysis and Validation: Types of Investigation Software | Validating Forensics Data | Data Hiding Techniques | Performing Remote Acquisition | Network Forensics | Email Investigations | Cell Phone and Mobile Devices Forensics | Virtual Machin Forensics | Cloud forensics | Live forensics Case Studies: Blackmailing | Credit-Card fraud | Hosting Obscene Profiles
4,7,CSE,TCS 761,Cloud Infrastructure,TCS 761 - Cloud Infrastructure,Unit 1,Cloud Infrastructure Cloud Evolution | Cloud Services | Cloud Deployment Types | Main Challenges of Cloud Infrastructure | Cloud Reference Model | Cloud Management | Cloud Structure | Infrastructure Components | Cloud Layers | Cloud Relations | Cloud Dynamics | Data Types
4,7,CSE,TCS 761,Cloud Infrastructure,TCS 761 - Cloud Infrastructure,Unit 1I,Exploring Cloud Infrastructures Managing the Cloud - Administrating the Clouds | Management responsibilities | Lifecycle management | Cloud Management Products | Emerging Cloud Management Standards | DMTF cloud management standards | Cloud Commons and SMI | Infrastructure Security : Network Level | Host Level | Event driven SOA | SOA 2.0 | Enterprise Service Bus
4,7,CSE,TIT 721,Business Intelligence,TIT 721 - Business Intelligence,Unit 1,its functions | core business process | Baldrige Business Excellence Framework: - Leadership | Strategic Planning | Customer Focus | Measurement | Analysis and Knowledge Management Workforce Focus | Process Management | Key Purpose of using IT in Business | Enterprise Application (ERP/CRM etc) and Bespoke IT Application.
4,7,CSE,TIT 721,Business Intelligence,TIT 721 - Business Intelligence,Unit 2,Types of Digital Data | getting to know structured data | characteristics of structured data | where does semi structured data come from? How to manage semi structured data | modeling semi structured data (OEM) | How to extract information from semi structured data | XML: A solution for semi structured data Management.
4,7,CSE,TIT 721,Business Intelligence,TIT 721 - Business Intelligence,Unit 3,OLTP and OLAP OLTP:- Queries that an OLTP system can process | Advantage of an OLTP system | Challenges of an OLTP system | queries that OLTP cannot answer. OLAP:-one dimension data | two-dimension data | three-dimension data | should we go beyond the third dimension | queries that an OLAP system can process | Advantage of an OLAP system Different OLAP Architecture: -MOLAP | ROLAP | HOLAP Data Models for OLTP and OLAP | Role of OLAP tools in the BI Architecture
4,7,CSE,TIT 721,Business Intelligence,TIT 721 - Business Intelligence,Unit 4,BI component framework: - Business layer | Administration and operational layer | Implementation layer. Who is BI for? - BI for Management | Operational BI | BI for process Improvement | Business solutions. BI roles and Responsibility: -BI program team roles | BI project team roles | Best practice in BI/DW | Popular BI tools. Contact Hours Need for Data Warehouse | what is a Data Mart | Types of Data model | Data Modeling Techniques
4,7,CSE,TIT 721,Business Intelligence,TIT 721 - Business Intelligence,Unit 5,Measure | Metrics | KPIs | Performance Management Understanding Measure and performance | Measurement system terminology | Fact based Decision Making and KPIS | Enterprise reporting characteristics in OLAP world | Balance score cards | Dashboards | how do you create Dashboards | Scorecards Vs Dashboards. BI and Cloud Computing | Business Intelligence for ERP systems Total
4,7,CSE,TCS 723,Distributed Systems,TCS 723 - Distributed Systems,Unit 1,Characterization of Distributed Systems: Introduction | Examples of distributed Systems | absence of global clock | shared memory | Logical clocks | Lamports& vector logical clocks | Causal ordering of messages | Birman-Schiper-Stephenson protocol | Global State: Chandy-Lamport algorithm | Termination detection: Huangs Algorithm
4,7,CSE,TCS 723,Distributed Systems,TCS 723 - Distributed Systems,Unit 2,Distributed Mutual Exclusion: Classification of distributed mutual exclusion | Requirements of mutual exclusion algorithms | RicartAgrawala | Rouicarol-Carvalho | Quorum Based Algorithms: Maekawa | Hirshberg-Sinclair Algorithm
4,7,CSE,TCS 723,Distributed Systems,TCS 723 - Distributed Systems,Unit 3,Distributed Deadlock Detection: system model | Wait for Graphs | Deadlock handling strategies | Centralized dead lock detection | Path pushing algorithms | Chandys et all edge chasing algorithm. Agreement Protocols: Introduction | System models | classification of Agreement Problem | Byzantine agreement problem | Consensus problem | Interactive consistency Problem | Application of Agreement problem
4,7,CSE,TCS 723,Distributed Systems,TCS 723 - Distributed Systems,Unit 4,Commit Protocols: Distributed Transactions | Transaction System Architecture | System Failure modes | Two Phase commit protocol | Handling of Failures: Site failure | Coordinator failure | Network Partition | Recovery and Concurrency Control | Three Phase Commit protocol Conta Hours Self Stabilization: Definition | Randomized Self Stabilization | Probabilistic Self stabilization | Issues in design of self-stabilization algorithms
